,tweet,label
1592, Basically if <e>Romney</e> is elected everyone can kiss their freedom goodbye ðŸ˜˜,-1
1593, #Debate would be better if <e>Romney</e> & Obama wore top hats.,0
1594," President Obama to Mitt <e>Romney</e>: ""My <a>Pension's</a> 'Not as Big as Yours'"" | watch: http://t.co/swi1GKGN #<a>debate</a>s @ABC",0
1595, i stayed off twitter so i could form my own opinion about the #<a>debate</a>s and in my opinion @Mitt<e>Romney</e> did great. #Obama was a hot headed fool,1
1596," â€œ@aurosan: Things I learned tonight about Mitt <e>Romney</e>'s platform: <a>Single moms</a>, <a>China</a> and <a>brown people</a> are the cause of America's problems.â€",0
1597, is it just me or does Mitt <e>Romney</e> Look like Mr. Stretch from the Fantastic 4,0
1598," if you are looking for a good halloween costume - <e>Romney</e>'s ""Binder full of women""",0
1599, i cant understand how anyone could say that Mitt <e>Romney</e> won either <a>debate</a> when we found EVERYTHING that he said to be lies and not plausible,-1
1600," <e>Romney</e>: ""The government does not create <a>jobs</a>."" AND ""If you elect me I'll create 12 million jobs."" Which is it? Finkle is Einhorn! #<a>debate</a>s",0
1601, @orangeinah Still think I'm voting for <e>Romney</e> now.,1
1602, Keep in mind before these <a>debate</a>s started I was not too enthused with <e>Romney</e>. Also keep in mind they have been talking <a>economy</a>.,0
1603, @Foster_Vann you sound like <e>Romney</e>? Atleast <e>Romney</e> talks in the <a>debate</a>s,0
1604, Lol the <a>Republicans</a> know <e>Romney</e> is #Losing but they are trying to be optimistic saying <e>Romney</e> did a good job,-1
1605, People who think Mitt <e>Romney</e> is completely cutting <a>financial aid</a> could not be more wrong..,0
1606, #Debates Sorry MSNBC. Frank Luntz on @seanhannity undecided voter group HEAVILY for <e>Romney</e>. Vote changers. All said BHO defensive #tcot #p2,0
1607," ""If ANYONE on ANY cable/broadcast network says Mitt<e>Romney</e> won this <a>debate</a> or thiswas a draw, they are a flat outfool"" ~ Rowland",0
1608," My fat thumbs were determined to type Romeny, not <e>Romney</e>, during that whole liveblog. They even did it just there...#<a>debate</a>s",0
1609, @joerogan I think <e>Romney</e> is better because he is basically a used car salesman to me.,1
1610," #<e>Romney</e> labels <a>China</a> a ""<a>currency manipulator</a>"" - I would not bite the hand that feeds you. Great policy",0
1611, @neo99934 @Mitt<e>Romney</e> @BarackObama Mitt <e>Romney</e> Just became PRESIDENT tonight!,1
1612, A vast majority of Americans exploit <a>social welfare</a>. While I'm no <e>Romney</e> fan.. There is some truth to th <a>47%</a>.,0
1613," Sorry, Candy Crowley, that <e>Romney</e> was so rude to you. #TeamBarack #presidential<a>debate</a> #MittLies #<a>debate</a>2012",-1
1614, .@John_Ondo Bc I thought it was a draw. Have my rundown on my TL. Didn't think <e>Romney</e> did as well as the undecideds seem to. Great news!,0
1615," @Gibson_2012 But if you are voting for <e>Romney</e>, what you supposedly are going to get are ""<a>lowered taxes</a>.""",1
1616, My main problem with <e>Romney</e> is his plan to make all the <a>illegals leave</a>. Who is going to make all the tacos??? #FlawedPlan #Debates,0
1617, Who do you think won the <a>debate</a>?<e>Romney</e> or Obama?,0
1618, <e>Romney</e> clearly won that. Cant wait until this country is up and running again. #president<e>Romney</e>,1
1619, Watched the <a>debate</a> for 5 minutes. Turned the station because <e>Romney</e> is annoying. I do not like either of them #voteforDonald #PresidentTrump,-1
1620," Not unexpected, though: panel said they were torn between <e>Romney</e> and not voting. Undecideds!",0
1621, @timothy_stanley - Don't you think that was <e>Romney</e>'s weakest point in the <a>debate</a>.  <e>Romney</e> should probably avoid all foreign policy to win.,0
1622," @BretBaier Very surprised by the Hannity focus groups reactions, they were as adamant tonight that <e>Romney</e> won as they were last <a>debate</a>.",0
1623, There is a big difference between living/going throyough something and having others tell you aboyout it.  <e>Romney</e> has no clyoue!!,-1
1624," @gretawire <e>Romney</e> won, he made his case, he is the next president of the USA!",1
1625, <e>Romney</e> should be president.,1
1626, Mitt <e>Romney</e> could not put Candy Crowley in a <a>binder</a>. Ha! #<a>debate</a> #<a>debate</a>2,0
1627, <e>Romney</e> just sounds so much nicer when he talks.,0
1628, <e>Romney</e> lost bad,-1
1629, <e>Romney</e> no where NEAR won the <a>debate</a>. He could not even answer one question with a straight answer.,-1
1630," If your voting because of race, remember that Abraham Lincoln was a Republican, and Mitt <e>Romney</e>'s family Marched for <a>Civil Rights</a>.",0
1631," CSPAN caller: ""I noticed how much of a flippity-jibbit <e>Romney</e> was being.""",-1
1632, @finneyk <e>Romney</e> had a female Lieutenant Gov and more <a>females</a> on staff than any other governor. Your argument does not hold water. Or truth.,1
1633," <e>Romney</e> is terrible on stage, just like Senator Marco Rubio from Florida.",-1
1634, Kanye West should've came & interrupted <e>Romney</e> in the <a>debate</a>.,0
1635, I do not know about equal pay.<e>Romney</e>  went through <a>binders</a> full of women as if <a>qualified women</a> are so hard to find! <e>Romney</e>=Wrong for women,-1
1636, Go <e>Romney</e>! Lets get the <a>economy</a> going again and get people to spend money!,1
1637," I do not like Mitt <e>Romney</e>'s platform or his speeches, this <a>debate</a> is over.",-1
1638, I just do not know <e>Romney</e> says he is going to do this and that but actually how what is your <a>plan</a> man give us a layout at less #TeamBarack,-1
1639, @MelissaNagy1 @StephieT_31 yes i can believe it. <e>Romney</e> is a evil prick. Like the time he walked a blind professor into a door on purpose.,-1
1640, @IngrahamAngle <e>Romney</e> was thrown off balance on Libya by Crowley interjecting a debatable point as fact#shameless,0
1641, Fox focus group significantly <a>showing</a> support for <e>Romney</e>,0
1642," ""I appreciate <a>windjobs</a> in <a>Iowa</a>,"" stands as the raunchiest thing Mitt <e>Romney</e> has ever said. #Debate",1
1643, @cnnbrk <e>Romney</e> said <a>undocumented people</a> born/living in USA can serve in the military or gov. will make their life so difficult they will leave,0
1644, <e>Romney</e> said the <a>government does not create jobs</a>. Why is he talking about all the jobs he can create? #TeamBarack #<a>debate</a>,-1
1645, @maddow: At least <e>Romney</e> would get us <a>women</a> home in time to get in the kitchen and cook dinner #oldfashionedmanthink,0
1646, Sure the <e>Romney</e> people will not cry over spilled milk...that's what we are here for! @crowleycnn #cnn,0
1647," @MagandaAkoAy so is there anything wrong being told that? People voting for <e>Romney</e> have the right to vote for whoever they want, right?",0
1648, @gretawire Loved <e>Romney</e>!  Proud of <e>Romney</e> for standing up to the <a>lies</a>. You go dude! http://t.co/TfRnCtdv,1
1649," Tonight's description of <e>Romney</e>- Snooty, elite, disrespectful, entitled, cheesy, wrong, insincere, distant, aloof, exposed and dishonest.",-1
1650," @dwas_0305 their feet & <e>Romney</e> being a ""good man of God"" should understand that & help those people too instead of try to take away things",1
1651," Mitt <e>Romney</e>'s lies are not the biggest problem, it is our inability to listen to his truth.",0
1652, @joshtpm Candy did great too many times <e>Romney</e> get's away with lying to the nation about time he was called out with un-disputable evidence,-1
1653, @AndreaTantaros Wish <e>Romney</e> pursued those areas more vigorously. Candy's bias did not help either.,0
1654," I'll be honest, the only tidbit I've learned about either candidate is that <e>Romney</e> is a huge fan of The Killers. Now that is interesting.",-1
1655," ""Very little of what governor <e>Romney</e> just said is true"" #themeofthe<a>debate</a>",-1
1656, <e>Romney</e> stated government cannot create jobs then in the same sentence he promised to creat <a>12 million jobs</a>...LMBO!!! #Idiot,0
1657," Know your facts Mr. <e>Romney</e> before you bully ""No acts of terror will ever shake the resolve of this great nation"" http://t.co/m9x7FKiO",-1
1658," ""We just can not afford four more years like the past four years."" -<e>Romney</e> #<e>Romney</e>Ryan2012",1
1659," Rachel Maddow is reporting that Republicans fled the post <a>debate</a> spin room...They went biblical on ""fled "" <e>Romney</e> did too! #maddow",0
1660, @AndreaTantaros.  Don't you think it would help <e>Romney</e> if he would say I'm not for abortion being used as <a>birth control</a>.,0
1661," Without the mainstream media, <e>Romney</e> would have been ahead long before the <a>debate</a>s.",1
1662, <e>Romney</e> rules end of storyy,1
1663, <a>God</a> is in control of everything!  I thank Him for the platform He has given me!  I respect everybody's opinion but <e>Romney</e> 2012!! #Godis1st,1
1664," & #<e>Romney</e> said NO <a>Taxcuts</a> 4 Rich, just 4 middle-class. Again, unlike what he is on the record saying he'd do! <a>20% tax cuts</a> 4 All,NOTpossible!",-1
1665, How much R Koch Bros.  Adelson & ?? paying <e>Romney</e> & Ryan 2 destroy <a>middle class</a>?Could they help homeless with that money... Why not?,-1
1666, <e>Romney</e> be LYINGGGGGGGG!!!!!,-1
1667, <e>Romney</e> Says he will crack down on <a>China</a> and stop migrating manufacturing jobs to China! Really? America is made in China!!!,0
1668," @IngrahamAngle Yes, <e>Romney</e> blew that opening. Damn.",1
1669, @ChuckLane1 Agree - and it might have been intentional. Every one has underestimated <e>Romney</e>! He did not earn <a>$250M</a> by being a moron!,1
1670, Ben thinks <e>Romney</e> is the lesser of the two evils.... ðŸ˜ðŸ˜,1
1671, Mitt <e>Romney</e> has my vote.... if I could vote!,1
1672," @Clickman8 and, <e>Romney</e> wins!",1
1673, I hear that Mitt <e>Romney</e>'s <a>binders</a> also double as burn books. @<e>Romney</e>Binders #<e>Romney</e>Binders,0
1674," Tell me why <e>Romney</e> is getting blown out in his own state of <a>Massachusetts</a>, where he was Governor.. Bc they know from experience...",-1
1675,"Pressure on <e>Obama/<e> for next debate:<e> Barack Obama</e> and <e>Mitt Romney</e> prepare intensely for Tuesday's <a>debate</a>, with the... http://t.co/FOcv0vgZ",0
1676,"@davidgregory should be A TV commercial ""if <e>Romney/Ryan</e> <a>wins</a> BE AFRAID, BE VERY AFRAID.""",-1
1677,Going to watch the presidential <a>debate</a> tonight! Maybe <e>Obama</e> can redeem himself and not get schooled by <e>Romney</e> like last time! @McCartysClass,0
1678,<a>Commercials</a> hating on <e>Romney<e><<<< #shuuuutup,1
1679,"<e>#Obama</e> needs to say ""either Gov<e> #Romney</e>wasn't <a>honest</a> with Republican voters in the primaries or he is not being honest now - which is it Gov?""",0
1680,#StupidGreedy Ppl Vote 4 <a>BirdHater</a> Smart Ppl VoteSmart  Will <e>Romney</e> outperform <e>Obama </e>again? - http://t.co/zXeYXoBp via http://t.co/RnKHsBRj,-1
1681,<e>Romney</e> Supporter Wears Racist Anti-Obama T-Shirt To Campaign Event http://t.co/dpsvjqXb via @HuffPostPol,0
1682,<e>Romney</e> <a>campaign</a> downplays poll giving <e>Obama </e>advantage among early voters - The Hill http://t.co/AT2rMBiH #topprogs #ctl #p2,0
1683,<e>#Obama</e> policy only kills off businesses like <a>#Sensata</a>- forcing jobs overseas. <e>#Romney </e>career has saved hundreds of thousands of <a>jobs.<a>,0
1684,Why do I have a funny feeling <e>Romney</e> is going to win come November 6th?,-1
1685,Fox Host Challenges â€˜Hardly Non-Partisan Studiesâ€™ http://t.co/bjx2Q5Ck <e>Romney</e> Cites To Defend<a> Tax Plan</a>,0
1686,<a>Town-Hall Format</a> Could Pose Challenge for <e>Romney</e> | RealClearPolitics http://t.co/gUuWRmht via @sharethis,-1
1687,@totn I see <e>Mitt Romney</e> is a <a>used car salesman</a> -- and trust him about as much.,1
1688,"â€œ@DennisDMZ: <e>Romney</e> just gave a hell of a <a>speech</a> in Lebanon, Ohio. He's really hitting his stride. #romney/ryan2012â€",1
1689,@my_observation @addthis PLEASE bring it up and make <e>Romney</e> laugh like a nut http://t.co/4MsMYb0e,1
1690,SpikeUp:<e> 'Romney' </e>up 48.33% (hour) http://t.co/STHaTfy0,0
1691,WATCH LIVE: <e>Obama</e> and <e>Romney</e> Face Off in Debate http://t.co/vKPJg7s2,0
1692,"Bob Dyer: <e>Romney</e> pays own freight in the Falls - Ohio http://t.co/3ne074lA #Romney = <a>leadership, character, accountability</a> #tcot",1
1693,Ppl with a <e>Romney</e> bumper sticker made me want to punch them in the eye laughing out loud,-1
1694,"@sjobe @amrangaye lol..! If <e>Romney</e> becomes president, everyone with a fyounny <a>name</a>..like me, you and you is going to not like it",-1
1695,Sesame Street is <a>protesting</a> against <e>Romney</e> .,0
1696,"@shortsalewhiz @OFA_CA Hopefully and also how scandal is a <e>Romney</e> family affair, son Tagg stole from medicaid with scooter <a>company scam</a>!",-1
1697,<e>Romney</e> and Bain hard at<a> work</a> and saving people's jobs VS. O and the Choom Gang hardly working! http://t.co/ENlN0fzT,0
1698,"""@SLustinia: @RichardDawkins, <a>Mormon Belief</a> is quite a read. <e>Romney</e>, you believe this? http://t.co/Vfb9SY7r"" @Nirram",0
1699,"#Koch Bros use their company to round up <a>votes</a> for <e>#Romney</e>, their key Investment    http://t.co/S5SYEZzJ #Kochexposed #dem #tcot #ohpoli #p2",0
1700,@PatDollard #Politics: Thousands Gather To <a>Support </a><e>Romney</e>/Ryan In Ohio - > - > - > - > - > -... http://t.co/3kZIwtQT #tcot #TeaParty #p2,0
1701,"As Election Day nears, <e>Romney</e> <a> crowds</a> are surging http://t.co/Fa1uqTvl",0
1702,"<e>Obama</e> keeps small <a>lead</a> on<e> Romney</e>, debate bleeding stemmed: poll: WASHINGTON (Reuters) - President Barack Obama r... http://t.co/5EUGzFr5",0
1703,<e>Mitt Romney</e> a pig,0
1704,RT if you <a>wis</a>h <e>Romney</e> luck.,0
1705,Hmm <e>Romney</e>cancels on â€˜<a>The View</a>â€™ http://t.co/XPlg83sF I bet He Did. They are a apart of the 47%,0
1706,<e> Romney</e> <a>helping others</a> works only if you do not count all the times he did not because he could make a buck.,0
1707,"So <a>searching ""Completely wrong"" on Google Images </a> yields pictures of <e>Romney</e> .. #mylifeismade",0
1708,I can not deal with this <e>Romney</e>supporter on the bus talking about how <a>Mexico should be the 51st state so we can steal their resources</a>.,0
1709,@john_mcguirk @realDonaldTrump @<e>MittRomney</e>  he is  also sitting on a story out of hawaii on <a>obama's birth certificate</a>...some maybe twice?,0
1710,Funny. Irony.  Hilarious Photoshopped <a>Movie Posters</a> Featuring <e>Mitt Romney</e> http://t.co/eJbdJf0m via @mymodernmet,0
1711,">Bands will make <A>her </A>dance, stamps will make her twerk. If <e>Romney</e> becomes President, all these hoes will have to work.",1
1712,"BREAKING: in blow to <e>Obama</e>, <e>Romney </e><a>endorsement by Ross Perot </a>means 61% of Perot's immediate family now out of reach for Obama, experts say.",0
1713,"Please dear God, landslide!!! Vote <e>Romney</e>!",0
1714,Bill Galston on why <a>Wisconsin</a> could be the key to a <e>Romney </e>victory http://t.co/WzdjZclg,0
1715,âœ” Most <a>Christian Pastors Support</a><e>Romney</e> for President http://t.co/LAkLBqpF #NewsIglesia,0
1716,How the GOP destroyed its moderates... and ended up with <e>Romney</e> as its <a>candidate</a>: http://t.co/r2qLzTlI (by @jonathanchait) #GreatRead,-1
1717,Joy Behar and Regis Philbin on <a><e>Romney</E>â€™s decision to cancel his â€˜View</a>â€™ appearance http://t.co/lq1R4SSw via @JoyonCurrent,0
1718,<E>President Barack</E>And<E> Mitt Romney</E><a> Debate</a> In A Rap Battle [Video] http://t.co/GITLh0D6,0
1719,<A>Three Michigan newspapers endorse </a><e>Mitt Romney</e> :) http://t.co/h0sTigor #Mitt2012 #tcot #gop #teaparty #tiot #NoApology #EndorseMitt,0
1720,"<e>Mitt Romney </e>wants <a>gay people</a> to have equal rights and opportunities, but he does not want them to marry. Someone explain that bullshit to me.",0
1721,"can not help this: ""stupid is as stupid does."" forest gumpâ€œ@nprnews: Poll: <e>Romney</e> Near <a>Landslide In Rural Swing Counties </a>http://t.co/IWI3HZ6zâ€",-1
1722,Smart man! --> No Thanks: <e>Romney</e> Bails on<a> 'View' Appearance</a> http://t.co/l4bonNR3 via @BreitbartNews,-1
1723,I found a site with all the details <e>Mitt Romney's</e><a> $5 trillion tax plan</a>. It's as simple as clicking a button. http://t.co/ReSLcJZq,-1
1724,I Had A Dream It Came Out That <e>Mitt Romney</e> Was A <a>Closet Homo</a>. http://t.co/ctjkbnZP #Truth #Freedom,-1
1725,"*polls RT @_IKENNA_ So <e>Romne</e>y is now leading in new <a>""poles""</a>",-1
1726,<e>Obama vs. Romney </e>http://t.co/IabrQGkQ,0
1727,<a>Charts</a> of <e>Barack Obama</e> and<e> Mitt Romney</e> http://t.co/oGpxZaNe Inder says #Romney,0
1728,"""@JDCorbin50: Even if <e>Romney</e> wins, without a conservative Senate, we will not repeal <a>Obamacare</a>."" #lnyhbt",0
1729,<e>Romney </e>Sees 'Growing Crescendo of Enthusiasm' Across <a>Battleground States </a>- ABC News http://t.co/yFrfgXlX,0
1730,"Watching the Obama versus <e>Romney</e> <a>debate</a> soon, can not wait but my eyes are slowly closing",0
1731,"<a>U.S.A Election</a>=New poll: 49% people want to see  <e>Obama</e> as winner, 46% people back <e>Romney.</e>",0
1732,"@KennyGee_ Lol yes, yes, yes ! You and <e>Romney</e> can get <a>âœŒ</a>",0
1733,Didn't<e> Romney</e><a> graduate </a>from Harvard? http://t.co/05kqifls,0
1734,""" Bands will make <a> her</a> dance , stamps will make her twerk , If <e>Romney</e> becomes president , all these hoes will have to work.""",1
1735,"AMERICA!!!! Be afraid.... the <a>young are voting</a>. ""and they are like totally voting for<e> Romney</e>... cause he is like hot..."" http://t.co/QWyJwvKy",0
1736,<e>Romney</e> to release <a>2011 tax return</a> this week - Topix http://t.co/yEmgsuuD,0
1737,"Oh no! We canâ€™t let <e>Romney</e> win, heâ€™ll let<a> lobbyists in the White House</a>!!! http://t.co/5oy1RBKA via @DCExaminer",-1
1738,The <a>crowds</a> <e>Romney</e> is getting is outstanding. <e>Obama</e> is signing up every Hispanic that just turned 18. But wont shut up about the middle class,0
1739,What A <a>Little Town In Illinois</a> Can Tell Us About <a>Mitt <e>Romney's</e> America </a>http://t.co/BoeaLA3c via @moveon,1
1740,Just saw some kid laughing hysterically while opening an envelope full of <a><e>Romney</e> bumper stickers</a> #goodthings,0
1741,<e>Romney</e> has my vote! <a>Big Bird</a> creeps me out and it is so much easier to not care about 47% of the population. My kind of president!!! #sarcasm,-1
1742,@gretawire I put my money on <a>Gov. <e>Romney</e></a>.,0
1743,Patton Oswalt Gives <e>Romney </e><a>Debate </a>Tips On Conan (VIDEO) http://t.co/I1D6We0Z,0
1744,Des Moines Register: <a>Ross Perot endorses</a> <e>Romney</e> for president | http://t.co/cxbh4pV2,0
1745,"When it comes to his $5 <A>trillion tax plan</A>, do not let <e>Mitt Romney</e> give you the runaround. Details matter: http://t.co/GzTqLhj8",-1
1746,@StefanCavers Let me <A>read</a> that again because i did not see anything that involves <e>Romney/Ryan</e> <a>supporting</a>this.,0
1747,"NY1:  Decision 2012:  <e>Obama,</e><e> Romney</e> Take On Policy In Second <a>Debate</a> http://t.co/0lr5FBCC #nyc",0
1748,"@paphotog @gibletjones @Zite I predict a withering <a>offense</a> from <e>Romney </e>and BHO giggles, stutters or both.",0
1749,"@proudlib2 @VetsForObama @SteveKarol<e> Romney's </e><a>foreign policy</a> aptitude is his weakness.His ineptitude would start more wars,not end them!",0
1750,"<e>#Romney</e> and #BainCapital ""<a>Scandal</a> Could Be Brewing"" <a>#Sensata</a> #outsourcing",-1
1751,"<e>Romney</e> says he'd have the <a>race</a> locked up if he was Latino. Rosie Perez stabs him in the heart, #SmileAndTwist http://t.co/gQt1T09C",0
1752,Where the polls stand ahead of <a>debate</a> #2: As President Obama and GOP presidential nominee <e>Mitt Romney</e> ready for ... http://t.co/jz6B7Xaj,0
1753,"I'll be at the $50,000-a plate dinner for <a>Mitt Romney</a> in Little Rock tonight. Sure hope I get to keep the plate.",1
1754,@dgjackson #RomneyRyan2012 : tell Gov.<e> Romney</e>: God<a> Speed!</a>,0
1755,@crampell Perhaps he could<a> debate</a> <e>Romney</e> & win,0
1756,@TeamRomney why do you allow <e>Obama</e> to <a>tape his ads in or at the White Hoyouse</a>? It is against campaigning ryoules to youse the WH in ads,0
1757,"""@KEDDIEbKILLINEM: ""@KBFMommy: I'm seeing too many <e>Romney </e><a>signs</a>!!""<chile boo DNT WORRY!!!"" Shoot! I'm scared laughing out loud",0
1758,<e>Mitt Romney</e> is a dick.,0
1759,RT: Catching <e>Mitt Romney </e>in the flip-flop. He will not enact anti-abortion legis. Will just cut all<a>pro-choice funding</a> http://t.co/XT8pv1Hp,-1
1760,@RealPalicki Did you read at the end that the author of the book the show was based on is <a>supporting</a> <e>Romney</e>? http://t.co/Q8q3exDx,0
1761,.@nytimes editorial paints a bleak picture of what could happen to abortion <a>rights </a>should <e>Romney </e>get elected. http://t.co/Gpwzcdhd,0
1762,Apple meets Tree===>Tagg <e>Romney's</e> Company <A>Misled Reporters About Its Relationship With Ponzi Scheme</a>â€“Linked Firm  http://t.co/qvCS4pcX,-1
1763,"<e>#RomneyRyan2012 </e>fans, please prepare yourselves for a vicious Obama this coming Tues <a>debate</a. He'll come back like a cornered animal. Be ready.",1
1764,"Photoset: Hempstead, NY <e>Obama-Romney</e> 2nd <a>debate</a> http://t.co/hp0ruEzL",0
1765,"Ross Perot ENDORSES @MittRomney: ""It is time for a new beginning. It is time for <e>Mitt Romney</e>.â€ http://t.co/TbzJs1eY #RomneyRyan2012",0
1766,"â€œ@UberFacts: In 1965, <e>Mitt Romney</e> was< a>arrested </a>for using large blocks of ice to slide down the slopes of a golf course.â€ #TFM",0
1767,"""@UberFacts: In 1965, <e>Mitt Romney </e>was <A>arrested</A> for using large blocks of ice to slide down the slopes of a golf course."" I want that 4 <e>prezz</E>",1
1768,"@BenLaBolt The Navy Seal that was killed,best friend said<e> Romney</e> introduced himself to Glenn 3âœ—in a 30minute span!He did not recognized him!",0
1769,"@BenLaBolt  <e>Mitt Romney</e> is a relentless, bald-faced liar, a sociopath, a thing without a conscious: the devil.",0
1770,<e>Romney </e>better appreciate my <a>vote</a>. This little guy was not easy to get. http://t.co/VSXhkz9g,0
1771,Matt Taibbi: <e>Mitt Romney </e><a>Campaign</a> 'Not Serious' http://t.co/N91gOkyw via @HuffPostBiz,0
1772,We are sliding back into full blown recession.<a> Mitt Romney</a> will have the <e>Obama </e><a>recession</a> to manage and he will reverse course. @GreyHawk121,1
1773,Especially like how<e> Romney</e> was not a<a> popular governor </a>amongst MA democrats. New York Times: â€œThe â€˜moderate Mittâ€™ myth.â€ http://t.co/y2pxjXHrâ€,0
1774,@Cowboys42 @webwiseass <e>Romney</e> says he will <a>cut out loopholes</a>. Which ones? Doesn't say.,-1
1775,"""@WhereISsLumpd_: <a>Mayans were right</a> if<e> Romney </e>wins !"" Ive been saying that ever since i found out he was running !!!",0
1776,WATCH:<e> Ann Romney </e>Blasts <e>Obama</e> For Sore Loser<a> 'Poor Sportsmanship'</a> http://t.co/TQDGMxdD  #tcot #WAR #resist44 #gop #lnyhbt #twisters #p2,0
1777,"Romney who? <a>Honey Boo Boo</a> backs Obama: At just 7-years-old, Alana ""Honey Boo Boo"" Thompson can not actual... http://t.co/pi71SYE7 (plz RT)",-1
1778,"@maddow Someone needs to give Mr. <e>Romney </e>the moniker ""<a>Country Club President</a>"" and explain the meaning.",-1
1779,9 Things That Show <e>Mitt Romney</e> Is Morally <a>Bankrupt</a> | Alternet http://t.co/zqkz5jO4,0
1780,<e> Romney</e> will <a>win<a>. Tell it here: http://t.co/HiMQsKSb and vote !!!http://t.co/UI0vUl0t,0
1781,#<a><e>Romney</e> Foreign Affairs!</a> http://t.co/ZlujaxWV #RomneyRyan2012 #POTUS #GOP #DNC #PaulRyanVP #Romney2012 #RomneyOH #CuyahogaGOP,0
1782,<e>Mit romney </e>style.#GoRomney,0
1783,That news reporter or whatever she is lightweight irritated me Forreal <A>calling<E> Romney's</E> wife</E> the first lady</A>,0
1784,Y'all <e>Romney </e>will be our <a>president</a> in 500 hours,0
1785,"Man, it is not Denver's night so far. Fire the groundskeeper! I sound like<e> Mitt Romney</e>, eh? Lol.",-1
1786,"@truthteam2012 #ManchurianMitt http://t.co/ng5KPPPS  is ""The <e>Real Mitt Romney<e>""<a> #Sensata</a> #GlobalTechAppliances #tcot",0
1787,"<e>Romney</e> responded that he was ""unable to fit it into his <a>schedule</a>."" Really? The future generation is what matters most...",0
1788,"Hey, GOP, send me a hundred grand and i will <a>tweet vote</a><e> Romney</e> every day until the election is over. DM for email.",0
1789,Think of Romney-Ryan as an arranged marriage: Ryan came with quite a dowry but <e>Romney</e> pays a price. http://t.co/7vIspRbW,-1
1790,@WesleyInSpacee Fuck<e> Romney</e>. OBAMA FOR AMERICA ðŸ˜Š,-1
1791,"â€œThere are three types of lies -- <a>lies</a>, damn lies, and<e> Mitt Romney</e>.â€ | #Obama2012 #CNN #NowWithAlex #OhioState #p2 #Unions #VETS<",0
1792,Tribune newspaper officially<A> endorsed <e>Mitt Romney </e>for president</a> http://t.co/mSySmlNs via @examinercom @BarackObama @MittRomney #2012Election,0
1793,"Had a Reese's for breakfast and I will soon be in the same room as <e>Mittens Romney</e> and <e>Brobama</e>, today is a good day.",0
1794,"So the creator of Friday Night Lights wants <e>Romney</e> to quit saying ""clear eyes..."" But the. Writer of the books which it is based endorses RR",0
1795,<e>Mitt Romney</e> - <a>flops so fast people </a>get hit by the shrapnel http://t.co/erBeMTMm,-1
1796,"Hearing <e>Romney</e> brag about slave-like conditions that <a>Chinese workers</a> seem happy with, our millionaire seems even less of a full human being.",-1
1797,The <a>debate</a> tonight is going to be like Hopkins and Stony BrookAnd <e>Romney</e> is Hopkins,0
1798,#<e>Romandey</e> waandts to turand </a>#medicare</a>iandto voucher system. my pareandts had that back iand the day duriandg SSR and it sucked a lot. #andoforRomandey RT,0
1799,"Are you going to believe me, or your own lying eyes? /Ann<e> Romney</e> blames <a>media, negative </a> for husband's image http://t.co/jsicxbWw",-1
1800,"@MittRomney @BarackObama <e>Romney</e> doesnâ€™t share our <a>priorities or our values,</a> thereâ€™s too much at stake to let him take us backward. OBAMA12",-1
1801,"Gallup 2012 Tracking <a>Poll</a>: <e>Mitt Romney</e> 49%, <e>Barack Obama </e>47% (LV; October 8-14) http://t.co/nxlSwNmC",0
1802,Matt Taibbi: â€˜<e>Romney/Ryan</e> <a>tax plan</a> still makes no senseâ€™ http://t.co/XMXPBHSE,0
1803,.@PatDollard boots on the ground say <a>FL</a> shifting towards leaning <e>Romney </e>and Maine no longer solid. Now CA polls going south.,0
1804,<a>Women</a> push <e>Romney </e>[R-MA] into lead http://t.co/wdAuZqbg,0
1805,"@piersmorgan you and Lindsay Lohan are ""endorsing""<e> Romney</e>, but for different reasons I hope.  #TeamObamaBiden",0
1806,@maurice0520 <e>Obama and Romney</e>,0
1807,<e> Romney's Stake</e> in <a>Chinese Stocks</a> http://t.co/H7o8WxOK via @motherjones #Sensata,0
1808,#Election2012: Choose #Originalist judges (maybe appointed by #<e>Romney</e>) v. #Activist Judges (Surely 2 B appoingted by #<e>Obama</e>) #tcot #TEAparty,1
1809,<e>Mitt Romney</e> was a <a>lay bishop </a>in the Mormon church? How did I not know this? #NYDebate,0
1810,"<e>Obama</e> claims that America is lazy, and that is why he is lost over 2.4 million jobs. <e>Mitt Romney</e> actually takes credit for <a>jobs</a> he...creates!",0
1811,"Paul Ryan's <a>myths during the debate</a>, <a>Mitt Romney's tax plan</a>, <e>@BarackObama</e> on <e>Romney's</e> evolution, and more: http://t.co/8HocVLvH",0
1812,"Holy crap!<e> Mitt</e> will say anything while Rove, Kochs and others tell him what to do. ""Why Romney toys with  truth</a>""  http://t.co/elK8NzEG",0
1813,"@HuffPostPol <e>Romney</E> thought voters , or a percentage of them, are idiots so he threw a 20% <a>tax cut</a> bone. #fox",-1
1814,"â€œMitt <E>Romney</e> probably watching Hip Hop Awards right now thinking, ""Ain't none of them<a> niggas going to vote</a> for me.""â€",0
1815,Just watched a video on what <e>Romney</e> thinks about<a> women's health care</a>. Bastard.,0
1816,@TheJared_Morris <e>Romney </e>is a retard laughing out loud,0
1817,"@tiara3319 Hahha your a prime example! Your so ignorant I love it! You and <e>Obama</e> are so much alike. And I do not like<e> Romney </e>ETHIER, thanks ðŸ˜˜",0
