,tweet,label
1091, president obama best choice for all americans  ,1
1092,obama let americas debt and deficit cancer spread via ,-1
1093,hey obama said he would cut the deficit  by end of st term estimate now is  cut not bad right ,1
1094,rt this is clever obama  love it ,1
1095,obama at the very least that today almost all is smart ,1
1096,new chart from shows how pres obamas failed policies have hurt jobs raised costs driven up debt ,-1
1097,fact as president obama has added a record t to our national debt tcot cantaffordmore,-1
1098,video obamas got to go yall cant get beat out of my mind,-1
1099,rt obama bans drilling in half of alaskas petroleum reserve ,0
1100,egyptian sheikhdown the obama administration is showering billions on sworn enemies of the united states and  ,1
1101,president obama has pushed jobs bills that repubs blocked in order to jobs number high,-1
1102,president obama and his fellow democrats are either idiots or deliberately trying to destroy their own economy  vladamir putin,-1
1103,hapless obama spreads blame bush congress wall street millionaires multinationals now clinton for libya gallup for women,-1
1104, boehner made it clear that the mission of congress was to stop obama at every turn implacable congress must be voted out,-1
1105, trillions of dollars in debt could cost middleclass families k in higher taxes mitt,-1
1106,obamaspromises remind me of the high school kid running for class president who will put a soda machine in the cafeteria,-1
1107,obamas promises remind me of the high school kid running for class president who will put a soda machine in the cafeteria,0
1108, also saw the ad w kid asking obama why do ppl hate u obama should tell the truth  ppl dont hate him we hate his policies,-1
1109, bo voter suppression romney campaign files federal suit  ensure all military ballots count in wisconsin ,0
1110, only have  correction moodys analytics m jobs prediction is the path that obama has set us on that shld be pointed out,-1
1111,obama camp attacks gallup again ,0
1112, president obama tours a wind turbine plant ,0
1113,you niggaz better vote fo my homie obama,1
1114, since u keep talking about the electoral college obama is ahead in all the major states except in the slow ass south,1
1115,obama is a politician and a genius marketer we still havent digested that there is a black man labeled leader of the free world lol,1
1116,obamareal plans for a second term,0
1117,obama pride lgbt americans for obama video stars zachary quinto wanda sykes chaz bono and more ,1
1118,i love how msm is now saying is getting obama size crowds shows you they cant stand to give romney credit tcot lnyhbt,1
1119, gop leader praises obama  private sector jobs save economy ,1
1120, agreed obama is up agains a compulsive liar and needs to address him as such,1
1121,you lie the auto bailout was a failure new cfp video exposes obama  bidens claim to fame as a costly taxpa ,-1
1122,paul ryan debt is up  since obama became president ,-1
1123, you can never argue logic with black people they only see obamas black skin  defend his incompetence always,-1
1124,with us elections nearing president obama appears to have the advantage see the  report ,1
1125, i would vote for a doorknob rather than obama so you are wasting your time,-1
1126,out of work college grads living back at home with parents are disgruntled with obama election,-1
1127,if obama were an accountable leader hed take charge of libya investigation and call for those responsible to resign tcot,-1
1128,obama administration is full of criminals marxist islamist abortionist murders liars and cheats money wasting gay sex lovin scumbags,-1
1129,mim obama administration denies mother answers about her sons murder ,-1
1130, sickening this is obamas war on women  tom ohalloran ,-1
1131,why bill hiring attorneys obama has hillary take responsibility for benghazi hiding behind her pantsuit gutsycall,0
1132, obama made our country worse more debtour military is weakuntrained it may look less unemployed just cant claim nemore,-1
1133,drop em to tha floo make the ballot shake vote for obama for a good estate vote for obama for some free cake,1
1134, breaking obama preparing military strike against benghazi terrorists via ,1
1135,dear professor obama please bring out campaign obama and dont bore me to death tonight get it get it,-1
1136, hillary clinton shields obama from benghazi scandal  via tcot gop romneyryan mitt,-1
1137, bipartisan romney as gov   vetos  overidden seriously   legacy healthcare winv mandate get your game on ,1
1138, obama needs an enema,-1
1139,jwf former obama aide he really doesnt like people tcot ,-1
1140, obama needs our prayers for tonights debate this is serious pass it on to your folks who believe that prayer works,1
1141, i completely agree with you both are unfit to rule this country but i think in the hands of obama this country is in big trouble,-1
1142, i hate obama with a passion and i voted for the asshole in i love being honest,-1
1143, ed your comments clearly show your inability to even consider that pres obama is wrong on anything,-1
1144,koch industries other ceos warn employees of layoffs if obama is reelected  the ticket  yahoo news via ,-1
1145,apparently obama is not the president he seems to never make any decisions  never knows whats goin on,-1
1146, itll be interesting to see if obama can hide signs of withdrawal,-1
1147, laura how many ppl have been injured or killed as a result of obama and his administration publicizing that antiislam film,-1
1148, id like to see whichever obama throws spears better,0
1149, haha i might not agree with joe biden on everything but he was amazing also made up for obamas weak debate d,-1
1150,rudy giuliani likens interview with cnns soledad obrien to debating obama team member,0
1151,obama a real nigga he gave his wife a shoutout on cnn while some of you guys wont even put your girlfriends in your bio,1
1152, i hope obama handles today like a boss,1
1153, obama needs our prayers for tonights debate this is serious pass it on to your folks who believe that prayer works,1
1154,why did gubnamitt say on his  video tape i dont really have to do anything if elected because obamas plans are working,1
1155, cmon chris they liedromney had  vetoes overturnedobama never raised taxes on middle class ,1
1156,h ross perot we cant afford barack obama cantaffordmore tcot,-1
1157,rush limbaugh thinks obama is done ironic rush limbaughs been done forever,-1
1158, obama spin laden dropping beats like the twin towers,0
1159,president obama has declared the new orleans a national disaster,0
1160,tcot former aide says obama doesnt like people not close to anyone ,-1
1161, hillary took a bullet for obama n the buck is still falling,-1
1162,obama loves investing in companies that go bankrupt car battery maker a files for bankruptcy via ,-1
1163,action speaks louder than words our president has demonstrated that obama cares,1
1164, the oriental rug thats purchasing obamas failed green energy companies for cheap,-1
1165,obama has a shovel ready job for the listeners tonightscooping up all the bullsht hell be spewing tcot,1
1166,yet another one of obamas green energy investments files for bankruptcy  taxpayers lose  million p tcot,-1
1167,the obama campaignsa new basemotivating strategy now involves telling liberals they are stupid delusional and senile ,0
1168, if you really want to be mind blown watch  obamas america,1
1169,rt thanks obama another ma green stimulus company headed for bankruptcy wtkk ,-1
1170,also i cant help liking the obamasupporting kids a little more,1
1171,video jay z endorses president obama says your vote matters in new public psa ,1
1172,obama willing to take responsibility for never taking responsibility for anything he does not want to be responsible for is that clear,-1
1173, i really do believe people will receive index cards of the questions that will be allowed to ask obama is a cheat liar,-1
1174, image obama cant be bothered about jobs its an election year mia ,0
1175,debate redemption night for round  of obama vs romney  free entry  cocktails  ,0
1176, goes on record about child poverty do you think his plan goes far enough votekids,-1
1177, goes on record about child poverty do you think his plan goes far enough votekids,-1
1178, ha i remmembershe is like a gaga obama too,0
1179, love you jack hang in and ill keep praying i think god is keeping us aroung to fight this plague obama on our great country,-1
1180, the loyalty is to the cause not to obama,1
1181, its says i voted for barack on the inside ,1
1182,isnt it obvious that pandit quit because of obamas looming jobkilling tax hikes,-1
1183, may be a timid i dont like obama but ill vote for him anyway pundit but he makes up for w copious amounts of lotr quotes,1
1184, busted obama  hillary together lying in color tv ad blaming video throws usa under the bus mp ,-1
1185,tea party drops hardcore ad starring obama phone lady  tea party  fox nation ,0
1186, the national debt has increased by  percent since  we need policymakers who will fixthedebt blame obama,-1
1187, this is why obama is a pisspoor president ,-1
1188,will smith  to host an obama fundraiser ,0
1189,whoohoo gop leader prasies obama  private sector jobs save economy via ,1
1190,obama lies again  to univision fast and furious with over  mexicans killed was bushs fault hispanic tiot,-1
1191, latin support obama ,1
1192, correct not all of us from the net generation have fallen for obamas lies and entitlementsnot in  not now,-1
1193,obamae you are pathetic hiding behind hillary on the streets where i grew up you would be called a pussy,-1
1194, please call re littleknown but huge obama clinton  buffett finl fiascos im a trader  yrs ,-1
1195, obama is out of his depthhes going to lose and that will be a good thing for everyone,-1
1196, its bear arms moron and there hasnt been one enactment by the obama admin about guns or health care choice,-1
1197, paul ryan debt is up  since obama became president notshocked,-1
1198,video what if you looked in the mirror  saw the worlds most powerful man staring back at you meet the bronx obama ,-1
1199, whats so stunning about this president obama likes power perks  adulation of wh position not the details of doing job,-1
1200, government seem to be make obama and his buddies richer,-1
1201,wow dude just thought barack obama lives on sherwood forest and steals from the rich and gives to the poor ,0
1202,who is a fictional character who lives in sherwood forrest that robs from the rich and gives to the poor barack obama only on repogames,0
1203, obamas war on the middle class,-1
1204, obama set to cut federal deficit by almost  by the end of this fy ,1
1205, mark mckinnon obama has to dumb it down at hofstra debate via ,-1
1206, im actually beginning to feel sorry for obamanever mind it passed like smelly gas,-1
1207, what can she say that isnt obvious obama is a coward and not bothered by letting her take the fall,-1
1208,women turning away from negative obamabiden ticket tcot,-1
1209,ryan obama has us on the path to a europeanlike debt crisis spending debt energy oil food welfare govcronism,-1
1210, actually obama does both from gm to defense contracts he has probably sent more jobs overseas than bain,-1
1211, romney owns  of chinese co that is taking american jobs that bain shipped overseas romneyisdangerous romney obama,-1
1212,why does msmedia encourage amnesia by failing to bring up the gops bad record under gw bush or the gops obstructionism toward obama,-1
1213, chucktodd has referred to rasmussenpolls are slop and i agree however the trend has moved in obamas direction,0
1214, he should also mention that he followed the american dream impossible to do under obama o says you r rich at k,0
1215,rabbis against obama to protest in florida  israel national news  ,-1
1216, wishing obama success in days debate,1
1217, i saw glen beck draw devil horns and a beard on a chalkboard picture of obama then compared him to hitler nowthatsnews,-1
1218, hillary clinton attempts to shield obama from benghazi scandal  ,1
1219, hillary clinton attempts to shield obama from benghazi scandal  ,-1
1220, unmet promises of president obama via ,-1
1221, obama has done alot for the countrywall street reformslowed down recessionrescuing the american auto industryno big deal,1
1222,rubio bkfst obama immigration exec order scuttled his efforts to work across aisle on reform,1
1223,with obama the buck stops with hillary what a man just a phoney politician and still illequipped to be president ,-1
1224, if you follow my tweets it should be obvious that i cant stand mitt i have six figs on obama just doing a little arbing now,-1
1225, youre absolutely right the nondocile obama will reveal to all the ugliness and lack of redeeming value in his character,-1
1226,why i refuse to vote for barack obama the atlantic ,-1
1227,obama must to a degree hit mr hard tonight town hall not very hospitable to that  but media dying to report obama comes back,1
1228, so another obama winner a systems bankrupt with  million of taxpayer money if obama was a stock picker he would be fired,-1
1229,who cares about benghazigate  unemployment obama finally addresses the nicki minaj mariah carey feud priorities,0
1230, if you cant admit obama fault and wrong in libya u r either in denial or in a trance either one you pick not debatable,-1
1231, obama was playing ropeadope with romney rd  will go to obama romney overconfident has something to lose,0
1232,obamas changes official music video is top  n youtubecomedy please rt fightforjobs,-1
1233, feel sorry for obama when he retires to his multi million  hawaiian mansion playing golf w ocean view living on new found ,-1
1234,gallup polling agency sued by obama justice department for not skewing polls in his favor obamavsamerica notobama,-1
1235,rt shows how pres obamas failed policies have hurt jobs raised costs driven up debt failedpolicy,-1
1236, acs bout to listen to vp paul ryan give a speech and talk about how americas comeback team will defeat obama lnyhbt teamfollowback,-1
1237, barbara from harlem only dislikes obama because hes black thats the only reason anyone doesnt like him obama,-1
1238,  years ago today obama was  and  years ago today bush was ,0
1239,rush limbaugh believes obama is warring against traditional marriage limbaughs st nd rd and th wives were unavailable for comment,0
1240,think obamas done nothing here are more than  first term accomplishments with citations ,1
1241, hey president obama we need you to follow us for a school project on college drinking awareness please follow us please,0
1242, bloombergtv economists agree romney tax cuts do not lead to jobs great gop lie dont let them keep getting away with it,-1
1243,if you voted obama in  its understandable and ok if you dont support him in  thats understandable and ok too,-1
1244,rt i cant believe that hillary clinton is taking responsibility for something shes responsible for obama you are a coward,-1
1245, did i just hear you correctly on the show president obamas foreign policies have been awful lybia is proof,-1
1246, obamabiden,0
1247,taliban racists too rt taliban statement also says malala targeted  saying her ideal is black devil obama,0
1248, all im saying is if chavez wants obama to get reelected hes not a good man,-1
1249,i remember when obama first got elected niggas acted like it was the second coming of jesus,1
1250,obama likes people just not successful ones who actually contribute to the economy p tcot ,1
1251, exporting success beyond borders  barack obama want those jobs back in american ,1
1252,iba behind the scenes in the obama admins talking points on benghazi ,0
1253,delphi salaried retirees have had to fight for more than  years to get records from obamas treasury re why their pensions were terminated,-1
1254, no kidding i felt uncomfortable for obama the looks on his face he just took the attacks,-1
1255,i hope tonights debate isnt so dull that i fall asleep before obama does ,-1
1256, obama is out of shape professionally not taking the tough questions and doing softball stuff like the view,-1
1257,  how in hell can romney people be beefing about probable renegade moderator crowley when they agreed to her lehrer  raddatz,0
1258, might it have to do with the large  of govt employees  contractors who live in va have done well w obama,1
1259, jay obama could come out on the stage  projectile vomit non stop  the msm would declare him the winnermaking up  st debate,0
1260,why do obama fans think he can do any better than he already has hope and change was a tricky sloganthats it obama is unamerican tlot,-1
1261, i hope i said that libya is very troubling stuff and that it threatens obamas claim of success in foreign policy,-1
1262,liberals jumping up and down screaming racism as obamas poll s slide not surprising this tcs left of che guevara ,-1
1263, l arnold ministries supports the knight of world peace  prosperity the potus barack obama ,1
1264, why do u think obama hillary rice et al lied that a youtube video caused the attack why is an american filmmaker in jail,-1
1265, obama details matter,0
1266, you are so right just  working days senate gop filibustered everything requiring  majority on all obamas bills gopfail,-1
1267, where it goes down a bunch right before the election everytime i got it for  when obama was elected,0
1268, ikr shit i think they tryna just show off cause when they go to that poll behind them curtains they voting for obama,0
1269, is the most arrogant man alive ,-1
1270,obama admin just closed off drilling on  mil more acres in ak does he want gas prices to triple tcot teaparty liberty mogop,-1
1271,important fact to remember going into tonights debate the only time obama will be lying is when his mouth is moving,-1
1272,so obama promises to cut the deficit spend a bunch of money on education and green energy and create jobs where have i heard this before,0
1273,obama is a man who has his own fantasy of what islamic extremist terrorism really is rudy giuliani ,-1
1274,something to considerobama took gm out of the private sector  inserted it into the public sector by using taxpayer money to take it over,0
1275,now is the time to be most vigilant of your surroundings because obama has led many in this country into a false sense of security,-1
1276,rt  obama still saving government motors   of all gms sales in august were government purchased,0
1277,why good ceos steer clear of politics  obama,0
1278, eobama the killer president  seal team vi family obamas rules are getting our warriors killed tcot,-1
1279, exits sir barack are in you time,-1
1280, why isnt he embracing obama stance on immigration is this party politics at its best,-1
1281,kids predict obama wins scholastickids,1
1282,obama is sexy thatisall,1
1283,i feel fabulous obama says in va per pool look at this beautiful day asked if hillary was to blame for benghazi he kept walking,-1
1284,i can certainly understand why obama is losing the womens vote look how he has destroyed hillary and rice be a mantake responsibility,-1
1285, she is going to iran to promote her new burkas designed with a pic of obama,0
1286,my drive to work took nearly two hours today screw you obama im voting for the white guy,-1
1287, obamas debate failure laid bare not enough amorous metaphors,-1
1288, obama doesnt write he doesnt call wheres the love,-1
1289,obama was golfing while bin laden plana unfolded without him ,-1
1290, after  we all came together with libya you want president obama held  responsible  you are a joke and a neverwas,1
1291, the pressure is on obama tonight,-1
1292, im not this girl talkin bout if obama wins she moving out there and that i gotta go to,1
1293,worlds biggest obama supporter  gagtweets,0
1294, agree feel bad  but at same time seems theres just no getting thru  them either  at least here many are rabid antiobama,-1
1295,with  days left in an election that will have implications for generations to come obama still in his wh bunker ,0
1296, no one believes or trusts obama everytime he opens his mouth he lies give him the finger in november,-1
1297,i feel like obama becoming the first black president of the united states was some huge social experiment i also feel we are failing it,-1
1298, obama no breifings drilling private land business creates jobs who need more of nothingrr,1
1299,why americans are so polarized on obama ,0
1300,why does it matter if honey boo boo endorses obama i dont think we need the hillbilly vote to winalso shes ,0
1301, yeah its all hillarys fault lmao obama is the president not hillary maybe if he attended intelligence briefings hed no,-1
1302,i have a news flash for michelle obama your husband has killed way more jobs than hes ever created,-1
1303,obama team will have  people in the spin room tonight with biden hitting network morning shows ,0
1304, im sure if obama loses the election will hear cries of racism from the likes of janeane garofalo,0
1305,gingrich insists obamas libya coverup worse than watergate via ,-1
1306,why do so many jews say they want obama is it a trick,0
1307,  that it lights a fire under candy crowleys chair tonight obama has to raise it if she doesnt,0
1308, hi barack  have a nice day,0
1309,mt the most terrifying words in the english language areim barack hussein obama and i have just been reelected topoli,-1
1310,rt a more aggressive obama still wont make the grade ,-1
1311,rt that is quite a decent one  meaningful last campaign obama had yes we can change,1
1312, obama followe we you,1
1313, president obamas job performance does not warrant reelection ive posted sarcastic reasons to reelect him whyreelectobama,-1
1314,tweeters please dont let the libya murders get shoved aside by the mediakeep tweeting and retweeting dont let obama off the hook,-1
1315, how much did obama payhilary clinton to take the blame for the embassy attack,-1
1316, is available for interviews to discuss his article  unmet obama promises ,-1
1317,gay celebrities speak out on obamas lgbt accomplishments  ,1
1318, i think most people dislike obama because he is a pathological liar who is making really bad decisions regarding our economy,-1
1319, voters are seeing the real obama weak irresponsible fingerpointing excuse making of a man weak leader ,-1
1320,who is the real obama neither but at least the cardboard cant hurt anyone ,0
1321,its gone be alot of hurt people if obama dont get elected,1
1322,jawa white liberals threaten race riots if obama loses tcot,1
1323,  months  days  hours  minutes and  seconds until obama leaves officea,-1
1324,who wants a  green car  review green car obama gave m might not be good enough to buy ,0
1325, obama has something on her it could be a few things,-1
1326, i dont want to hear clinton explain it i want to hear president obama clearly explain it while staring down mitt in the debate,-1
1327, yes obamas got to go,-1
1328, keith i think anybody voting for obama is undecided,0
1329,obama has never responded quickly to a crisis why would he now or in another  years ohio,-1
1330,who is voting for romney i will kill u all obama is the true leader cmon u stupid americans,1
1331,watchnighthawk yes obama has no real winning points so all they have are negative hateful attacks,-1
1332, and if theres extended injury time both obama and romney will be guest commentators,0
1333, of course the type of action also matters obama is more powerful then bieber since his actions have larger impact,1
1334, is making some great videos recently check out bronx obama ,0
1335, i havent seen anything about obamas plan for the next  years will it be frances plan to tax  for those who make mil,-1
1336,with all those dollars obama keeps printing the buck stops with him inflation,-1
1337, am i the only one who thinks tht obama letting hillary take the blame will backfire beyond upsetting women he just looks small,-1
1338,video obama campaign surrogate benghazi consulate never asked for more security ,-1
1339,benghazi obama can never take the blame for anything now hes hiding behind hillarys skirt passing the blame to her desperate potus,-1
1340,the th reason obama must go no apology for libya mistakes tcot omg,-1
1341, lol giving a speech  nice obama i like how you use big words such as giving and speech good good,-1
1342,obama will over compensate and look like an ass he cant be himself so he has to fake it and it will be obvious tcot,-1
1343, probably rightwill make any questioning moot but there will be karma obama and it will be a bitch,-1
1344, mccarthy issa thinks hell get clinton and obama with one investigation he needs to be voted out no issa vote,1
1345, i dont think obama has it in him to take responsibility it would be the first time,-1
1346, at first i thought he was conceding hillary was the real prez now i see its baracks only hope speaking again,-1
1347,traveling again its  romney signs to  obama here in coalcountry pennsylvania yeah they get it believeinamerica,0
1348, obama,0
1349, wh pool report reporter is hillary to blame for benghazi obama silence kept walking,-1
1350,  i think you mean stephen moore  and we noticed that at the break yes he meant obama nd term,0
1351,in the eyes of america im poor so why would i not hope barack wins,1
1352,get out of office presidentialdebatenight voteromney,-1
1353, demagoguery my favi will block strait of hormuz lets see what o doeswe like the weak bhussein obama,-1
1354, help pres obama protect us from the r  r,1
1355, president obama is under pressure as the second presidential debate comes during early balloting  ,-1
1356,watch lgbt celebrities star in new video supporting obama ,1
1357, amen he neednt outdo himself though just be the real guy he is lets see how obama handles himself if anything like jb,0
1358, obama is too narcissitic and egocentric to take responsibility in front of  million viewershe might say clinton youre fired,-1
1359,obama white house lists prisoner reentry programs as budget priority for black families only ,0
1360,with an indefensible record and no agenda to speak of obama in for another tough night crnc,-1
1361, if obama loses tonight expect the madness meltdown to breach containment ,1
1362, people really dont understand the  comment obama is putting coal miners out of work now defend it,-1
1363, wasnt it awesome how obama threw hillary under the bus yesterday over libya yeah he really cares about women,-1
1364, i remember that very well lets hope obama brings his a game though,1
1365,has there ever been another president like obama that took no responsibility for anything blamegame,-1
1366,who would believe obama today everything is anyone elses fault he spends more time in hollywood than he does in the oval office fail,-1
1367,yall acting like all those pictures of obama on the couch with his family arent equally as staged and fake as that ryan photo,-1
1368, the crew of the titanic would have had more success patching the hole in the ship than will have repairing economy,-1
1369,obama created two problems in the first debate he can only fix one of them tonight ,-1
1370,rt reporter is hillary to blame for benghazi obama silence kept walking,-1
1371,  bill clinton used and abused women obama continues to use and abuse who cares what he has to say,-1
1372,woah rt thats cause obama sucks duh,-1
1373, ceo threatens to fire employees if obama wins via ,1
1374, buddy im voting for neither man i think that they are both socialist that have the same views romneys just a business man,-1
1375, obama picks another loser in green investment ,-1
1376, what obama didnt tell you about last jobs report is that new jobs were part time jobs not good news for americans,-1
1377,rt mrreed so now what did obama do before he became president jer well his wife mrreed speechless americahistory  ,0
1378,yo obama  romney get dr dre to finally release detox and you got my vote,1
1379, obamas carefully crafted blacknessa has devolved like mr hyde into the too white for everywhere until chicago barry soetoro,-1
1380,sensata latest smokescreen of desperate obama campaign  fyi obama owns shares in sensata fightforjobs,-1
1381,japan set to become biggest foreign creditor think they forgot about us nuking them obama is giving us to our enemies romney debate,-1
1382,analysts say tonights debate is a must win for president obama agree or disagree,0
1383, we are on it david putonyourbootsamerica give obama the boot show them libs how tough we are we wont back down,-1
1384, ah yes class warfaregood thing bhussein obama knows nothing about warfare and vulnerable embassieshilary took the blame,-1
1385,mt i would ask about global warming why obama is in bed with monstatoa while his wife promotes healthy eating debateprep,-1
1386, by executive order obama has ordered the expenditure of  million in migration assistance to palestinian refugees,1
1387,the biggest reason obama supporters are hanging on fear to be honest with themselves admitting his mistakes verifies theirs debates,0
1388,the biggest reason obama supporters are hanging on fear to be honest with themselves admitting his mistakes verifies theirs debates,-1
1389,ohio is key for obama romney,0
1390,yesterday on tv obama saidi am for all the peopleas long as they have the same beliefs as i dono one caught this,-1
1391,cdn news muppets denounce democrats call obama a puppet ahead of the democratorganized conservative tcot,-1
1392, the smart answer would bethe buck stops with me makes both obama  clinton look good he owes them both bigtime,-1
1393, i think he will call obama a liarwell because obama is a liar ,-1
1394,obama would wilt under my lovely wifes you gotta be kidding me look if she were the debate moderator an icy stare no words needed,-1
1395, has any journo added up the dozens of pensions romney raided sensata obama,-1
1396, incomes have decreased under obamas policy try again,-1
1397, thats an inflated statistic as is the statistic on american jews supposedly voting for obama,-1
1398,obama is such a low down dirty socialist he will try to rescue his failing campaign tonight but we the people already see through him,-1
1399,with the race extremely tight and little time left for a breakout moment obama is intent ,1
1400, haha jobs with obama ignorance at its finest,-1
1401, soros and obama have huge financial relationship followthemoney,-1
1402,  says obama gets a tko on romney tonight knocks him out with that chicago bus driver uppercut you goin to jail now,1
1403,i hope to be a pothole in obamas road to socialism,-1
1404,whos ready for the debate tonight  obama better come harder,0
1405,i just made a donation today to support president obama how about you ,1
1406,you know obamas in trouble when they site the highlight of his campaign as being the speech by bullshit artist bill clinton,-1
1407, id ask obama why he wont take responsibility for the second terrorist attack killing americans on us soil fthood,-1
1408, it is not true obama could not of won if white americans didnt vote for him,0
1409, itispersonal republican  moderate women have had enough of far left obama  will vote romney masen mapoli gop,-1
1410,  during  debate obama blasted george bush for  trillion deficit  ,1
1411,obamas foreign policy is to blame for radical islamists acting like assholes they never acted like that before obama was president,-1
1412, the polls are fickle and have always beennever believed them when obama was ahead by  points may take you up on asylum tho,0
1413,ryan whenever we asked for a planwe were sent a speech obama not a leader but a speech readerif teleprompter worksbut doesnt know subj,-1
1414, which means big bird is a er obama supports the wealthy and privileged who knew,-1
1415, djia was at  when obama took office in jan its  todayblame it on his economic policiesgoplies,-1
1416,your excellency barack obama remember that you are the king of rethoric for the debate the best defense is attackgood luck dr nkounkou,1
1417,given the success of malarkey i fully expect obama to go allout cockney policeman in the next debate,0
1418, that is our taxpayer money obama cost us that huge loss barackobama gop tcot romneyryan obamafail,-1
1419, my instincts r tellin me that obama won gays minorities middle class n below all with him,1
1420, if mitt used obamas mistakes it would take a week to finish our mistake not vetting him like we would a white man,-1
1421,  bruce campbell  mitt romey look like brothers  imagine mitt as ash for halloween,0
1422, poor hilary clinton  other women are taking the fall for the bengazy obama enough throwing women under the bus for your mistake,-1
1423, exaide to prez stunning hes in politics because he really doesnt like people obama vote,-1
1424, we know that integrity doesnt drive hillary clinton someone told her  take obamas fallregardless p  vp havebeen lying,-1
1425, well said obama doesnt support israel,-1
1426,russell simmons tweeted the world loves people who work hard at everything they do i wonder if he puts obama in that category epicfail,-1
1427, if he was a republican the gop would be replacing reagan with obama in their sainthood status,1
1428,  million kids picked president obama will win president wins florida  ohio  romney wins va,1
1429,you better redneckonize honey boo boo endorses president obama ,1
1430,no matter how much you support president obama no matter how much you support the smart policies hes prop ,-1
1431,  click on previous days to see trend for many months obamas declining now hope debate helps,-1
1432, obama promotes insourcing at master lock hq ,1
1433, well its pretty lax dress code but i agree  wonder if they had pro obama shirts it would have happened doubt it,0
1434, yes thank god for obama if he wasnt doing such a good job our debt and economy would be really bad,1
1435, it was racist when obama said if he had a son he would of looked like travin martin shameful for president to race bait,-1
1436,rt its the sodier not the politicians that ensure our right to life liberty and the pursuit of happinessyet obama wants to cut defense,-1
1437, is the libya issue about security lapses or about the month of lies pls quit trying to cover for obama,-1
1438, i get giddy also great to see the unhinged action of obama  biden and how foolish they look,-1
1439, or obama thinks the killing of the terrorists will make him a hero dang he had nothing to do w obls being taken out,-1
1440,tom morello admits drinking obama kool aid calls president war criminal  ,-1
1441, will obama take responsibility for pushing aggressive campaign of lies as americans lay dead doubt it will be full reponsibility,-1
1442, will obama take responsibility for pushing aggressive campaign of lies as americans lay dead doubt it will be full reponsibility,-1
1443,another obama green collapse a  is a goner for several years i have been blogging that a  systems and  ,-1
1444, union member on obama he did save our jobs ,1
1445,rasmussen swing state tracker has moved  points toward obama in the past  days putting him at  today justsaying,1
1446, at what point did you stop believing that the buck stops at the oval office let obama feel his failure,-1
1447,you do know obama is releasing gitmo prisoners one by one to canada dont you,-1
1448, obama in  on national security i will be responsiblethe buck will stop with me not this time,-1
1449,with sports politics and dances with the starslife and twitter is full cavs obama and cheryl burke help keep it that way,0
1450,news obama will try to bend town hall debate format to his advantage  blog obama will  ,-1
1451,during the  town hall debate obama promised hed go line by line thru the budget failedpromise ,-1
1452,obama said india as a brown guy i have to vote for him now debate debates,1
1453,so twitter people what was the questions about how didobama do,0
1454,obama the problem is not offshore outsourcing the problem is overregulation here in the us debates gangbangers,0
1455,i cant even count the number of time ive screamed atobama on my tv debates,-1
1456,what america needs is another vs zach moore economic debate craig can beobama and zach can interrupt him the whole time,0
1457,i wonder how many biologyhealth care majors are fans of obama care not i,0
1458,we need to create jobs yesobama and you had yrs sooooooo myparty,-1
1459,i say for wrestlemania it should be chris brown vs drake and the main eventobama vs romney,0
1460,when i was president obama,0
1461,vote forobama or end up like osama ,1
1462,obama did better tonightbut not good enough to pop the champagne,1
1463,obama is such a chill person lol ,1
1464,is it me or doesobama look like alfred e newman what me worry,0
1465,obama sellin taxes lol,0
1466, obamawinningobama all the way,1
1467,here we go outsourcingobama do you have no shame,-1
1468,shut up and letobama speak,0
1469,no senseobama because obama has no idea to run a business maybe if he had worked at mcdonalds he would have a clue,-1
1470, glad the buck stopped withobama unfortunately obamas playing golf or on vacation,-1
1471,factobama in rose garden didnt refer to benghazi as terrorist attack or act of terror but thanks  playing crowley,-1
1472,obama doin it for the asia,0
1473, obama  obama  obama obama obama,1
1474,the way were gonna create jobs in america is raise taxes on the rich obama,0
1475, more guns have been bought since obama is president lol,-1
1476,obama just said when i was president he knows heisouttahere,-1
1477,obama has real plans and real solutions hofdebate,1
1478,obama keeping it realthere are some jobs that cant come back,1
1479,that knuckle obama be pointing be firm as hell ,1
1480,your right obama some jobs aint common back thanks,1
1481,obama seemed like he was yelling at her chill she was just reading you the question lol,0
1482,obama easily wins this debate,1
1483,general electric paid no federal taxes in   abc news via obama has been trying to fix these issues,1
1484,i just dont like the way obama talks cocky,-1
1485,obamas hand when hes talking ,0
1486,im voting for obama again for him to finish what he started hes the best we got,1
1487,obamas hair is laid right now i wonder if he sleeps with a durag on,0
1488, just drinking some aloe vera juice and listening to uncle obama,0
1489, dont hate obama ,1
1490,the major difference in this debate obama is elaborating on his plans whether they are put into action in the future or not,1
1491,obama wants us to create the next apple like a pear i figure,0
1492,from shovel ready to high wage high skill you couldnt do shovel ready obama how are you gonna go high wage high skill lnyhbt debate,0
1493,why is this lady favoriting obama so much your supposed to be on both sides remember retard,0
1494,candy some jobs arent going to come back obama debate its bc the wages are too low for american ppl high wages is our goal,0
1495,hollywood loves obama smh,1
1496,obama finally said it straight some jobs are not coming back,1
1497,obama needs to get outa here,-1
1498, if obama dont win we gone be posting tweets via cotton field,1
1499,ok obama please mention the  now,0
1500,we all children of the same god well my god told me obama is the way to gonow what,1
1501,im proud to call obama my president obama,1
1502, i honestly think obama will win tho,1
1503,i still laugh at the fact that obama referred to a child as a  year old the last debate,0
1504,set the people straight obama,1
